公司名,城市, 地址
长江精工钢结构（集团）股份有限公司 ,安徽省
, 安徽省六安市经济技术开发区长江精工工业园
力帆实业（集团）股份有限公司 ,重庆市
, 重庆市沙坪坝区上桥张家湾60号
上海复星医药（集团）股份有限公司 ,上海市
, 曹杨路510号9楼
昆明旅游服务（集团）有限公司 ,云南省
, 昆明市东郊路8号
润百计算机（上海）有限公司 ,上海市
, 上海市浦东新区杨高北路528号14幢123室
重庆市福星门业（集团）有限公司 ,重庆市
, 重庆市九龙坡区马王乡龙泉村129号
乐视网信息技术（北京）股份有限公司 ,北京市
, 北京市海淀区学院南路68号19号楼六层6184号房间
中恒通（福建）机械制造有限公司 ,福建省
, 武平县十方工业集中区A3、A21、A22厂房
山东物流集团（青岛）有限公司 ,山东省
, 青岛保税区莫斯科路40号办公楼216室
德天御生态科技（北京）有限公司 ,北京市
, 北京市海淀区体院西路甲2号10号楼2层230室
重庆渝宏公路工程（集团）有限责任公司 ,重庆市
, 重庆市沙坪坝区朝阳山68号
重庆升厦建设（集团）有限公司 ,重庆市
, 重庆市合川区南办处上什字东路208号
志诚动力科技（杭州）有限公司 ,浙江省
, 杭州经济技术开发区经十路19号
博瑞生物医药技术（苏州）有限公司 ,江苏省
, 苏州工业园区星湖街218号纳米科技园C25栋
派芬自控（上海）股份有限公司 ,上海市
, 上海市杨浦区国定路323号702-60室
黑乳（北京）商贸有限公司 ,北京市
, 北京市朝阳区工人体育场东路甲2号12层1201内1205室
武汉医药（集团）股份有限公司 ,湖北省
, 武汉市江岸区花桥街黄孝河路47号武汉交通信息中心大楼17-18楼
濮阳濮耐高温材料（集团）股份有限公司 ,河南省
, 河南省濮阳县西环路中段
冠科（福建）电子科技实业有限公司 ,福建省
, 晋江市罗山街道后林社区
东君乳业（禹城）有限公司 ,山东省
, 禹城市高新技术开发区
宜华企业（集团）有限公司 ,广东省
, 广东省汕头市澄海区莲下镇大坪工业区
上海大众公用事业（集团）股份有限公司 ,上海市
, 中国（上海）自由贸易试验区浦东新区商城路518号
花样年集团（中国）有限公司 ,广东省
, 深圳市福田区深南大道南泰然九路西喜年中心A座2801房
骏浩科技（中国）有限公司 ,江苏省
, 江苏省丹阳市云阳镇永兴路
华珠（泉州）鞋业有限公司 ,福建省
, 泉州市清蒙科技工业区
丰田通商（上海）有限公司 ,上海市
, 中国（上海）自由贸易试验区美桂北路378号38号楼C部位
优必胜（上海）精密轴承制造有限公司 ,上海市
, 上海市闵行区马桥镇光华路2118号
凡登（常州）新型金属材料技术有限公司 ,江苏省
, 金坛市金西开发区鹏程路66号
泰凌医药（江苏）有限公司 ,江苏省
, 泰州市药城大道1号8号楼402室
顺风光电投资（中国）有限公司 ,江苏省
, 江苏省武进高新技术产业开发区阳湖路99号
复地（集团）股份有限公司 ,上海市
, 上海市普陀区曹杨路510号9楼
环球石材（福建）有限公司 ,福建省
, 福建省南安市水头镇福山二期项目区
圣欧芳纶（江苏）股份有限公司 ,江苏省
, 江苏省吴江市松陵镇八坼社区友谊村11组
保利协鑫（苏州）新能源有限公司 ,江苏省
, 江苏省苏州工业园区华池街时代广场24幢1901
保利房地产（集团）股份有限公司 ,广东省
, 广州市海珠区阅江中路688号保利国际广场30-33层
中化国际（控股）股份有限公司 ,上海市
, 上海市浦东新区世纪大道88号金茂大厦三区十八层
中粮地产（集团）股份有限公司 ,广东省
, 深圳市宝安区新城二区湖滨路
飞亚达（集团）股份有限公司 ,广东省
, 深圳市南山区高新南一道飞亚达科技大厦
中粮生物化学（安徽）股份有限公司 ,安徽省
, 安徽省蚌埠市中粮大道1号
